URL	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024_12_16_005c-H
Name	005c-H3F_conc
Number	7
Position	5
Comment	
Processing Method	Basic Quantitative
Instrument Method	2024_12_16_005c-H - Copy
Type	Unknown
Status	Finished
Inject Time	12/16/2024 3:47:11 PM -05:00
Volume (µl)	3.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	2.500490
Time Max. (min)	6.996633
Data Points	1323
Detector	MSDevice
Generating Data System	Chromeleon 7.3 Build 60919 (5efd55c28726aa174740e3ad3b435409b51aa6a1)
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	2696275.648772
Signal Max.	96889854.562278
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406097

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
2.656937	0.2041	2908831.547229
2.660337	0.204	2919624.650548
2.663738	0.2041	2905098.461790
2.667140	0.2041	2864809.820054
2.670540	0.204	2797291.867988
2.673942	0.2041	2916421.846896
2.677342	0.204	2926067.154454
2.680743	0.2041	2858708.373728
2.684145	0.2041	2907669.533514
2.687545	0.204	2947969.834501
2.690947	0.2041	3015125.486838
2.694347	0.204	3009126.976487
2.697748	0.2041	2873504.778504
2.701150	0.2041	2961338.466511
2.704550	0.204	3155550.789794
2.707952	0.2041	3084878.471823
2.711352	0.204	2963968.923925
2.714753	0.2041	2984168.390406
2.718155	0.2041	2981205.864959
2.721555	0.204	2923043.676496
2.724957	0.2041	3091277.770053
2.728357	0.204	3192520.806512
2.731758	0.2041	3009262.444954
2.735160	0.2041	3016964.698860
2.738560	0.204	3108529.952503
2.741962	0.2041	3024107.411341
2.745363	0.2041	2927926.681637
2.748763	0.204	2931206.630029
2.752165	0.2041	2953123.400764
2.755565	0.204	2984429.830857
2.758967	0.2041	3097777.211819
2.762368	0.2041	3150916.011671
2.765768	0.204	3097156.199873
2.769170	0.2041	3078903.812835
2.772570	0.204	3105316.838199
2.775972	0.2041	2986402.078472
2.779373	0.2041	3039741.695570
2.782773	0.204	3169403.737164
2.786175	0.2041	3101902.111398
2.789575	0.204	3071404.464050
2.792977	0.2041	3027079.832804
2.796378	0.2041	2985249.486701
2.799778	0.204	3029915.342787
2.803180	0.2041	3075767.643131
2.806582	0.2041	3011060.422614
2.809982	0.204	3013846.003469
2.813383	0.2041	3100409.544818
2.816783	0.204	2978484.240954
2.820185	0.2041	3050180.217375
2.823587	0.2041	3101519.060643
2.826987	0.204	2907453.222458
2.830388	0.2041	3000693.492422
2.833788	0.204	3042303.291594
2.837190	0.2041	3022082.441104
2.840592	0.2041	3102229.680796
2.843992	0.204	3030884.078777
2.847393	0.2041	2994688.291621
2.850793	0.204	3126365.359026
2.854195	0.2041	3111808.643825
2.857597	0.2041	3071340.402620
2.860997	0.204	3084618.248458
2.864398	0.2041	3109238.782482
2.867798	0.204	3116945.034715
2.871200	0.2041	3061527.449274
2.874602	0.2041	3191819.159895
2.878002	0.204	3198053.549749
2.881403	0.2041	3123224.185753
2.884805	0.2041	3143666.899677
2.888205	0.204	3067177.986083
2.891607	0.2041	3200057.131709
2.895007	0.204	3271168.716277
2.898408	0.2041	3145792.736312
2.901810	0.2041	3106162.647295
2.905210	0.204	3089228.279193
2.908612	0.2041	3188744.514269
2.912012	0.204	3132178.707646
2.915413	0.2041	3072714.353294
2.918815	0.2041	3262429.643438
2.922215	0.204	3305598.449121
2.925617	0.2041	3243702.762668
2.929017	0.204	3163466.933189
2.932418	0.2041	3220321.302649
2.935820	0.2041	3286427.967976
2.939220	0.204	3158742.250650
2.942622	0.2041	3105904.259637
2.946023	0.2041	3109573.716920
2.949423	0.204	3144175.011148
2.952825	0.2041	3217210.457114
2.956225	0.204	3246232.740878
2.959627	0.2041	3164821.718844
2.963028	0.2041	3156881.876855
2.966428	0.204	3244048.569172
2.969830	0.2041	3321904.632785
2.973230	0.204	3358480.858374
2.976632	0.2041	3251730.907952
2.980033	0.2041	3227934.834687
2.983433	0.204	3262549.047149
2.986835	0.2041	3219864.865619
2.990235	0.204	3210460.209074
2.993637	0.2041	3131084.414526
2.997038	0.2041	3210848.966135
3.000438	0.204	3347466.679880
3.003840	0.2041	3257529.512140
3.007240	0.204	3187108.111203
3.010642	0.2041	3193198.553298
3.014043	0.2041	3185457.796814
3.017443	0.204	3253195.773904
3.020845	0.2041	3284701.833598
3.024247	0.2041	3167145.046328
3.027647	0.204	3222895.383055
3.031048	0.2041	3233636.528465
3.034448	0.204	3184386.531855
3.037850	0.2041	3375330.014247
3.041252	0.2041	3397082.185903
3.044652	0.204	3270658.926040
3.048053	0.2041	3408123.695196
3.051453	0.204	3529355.536008
3.054855	0.2041	3557202.680984
3.058257	0.2041	3769429.436030
3.061657	0.204	3811833.889167
3.065058	0.2041	3727448.877925
3.068458	0.204	3956428.048249
3.071860	0.2041	4256875.884272
3.075262	0.2041	4300072.252113
3.078662	0.204	4337573.529575
3.082063	0.2041	4388168.063333
3.085465	0.2041	4198445.072239
3.088865	0.204	3909250.818250
3.092267	0.2041	3737761.045858
3.095667	0.204	3717694.142152
3.099068	0.2041	3729174.064357
3.102470	0.2041	3903618.823899
3.105870	0.204	4165908.252756
3.109272	0.2041	4146290.871408
3.112672	0.204	4064081.190179
3.116073	0.2041	4071870.714064
3.119475	0.2041	3791202.523685
3.122875	0.204	3573100.250909
3.126277	0.2041	3506371.178669
3.129677	0.204	3460998.450489
3.133078	0.2041	3452356.571722
3.136480	0.2041	3361532.301240
3.139880	0.204	3240426.845073
3.143282	0.2041	3185927.810907
3.146682	0.204	3304321.720589
3.150083	0.2041	3367252.120020
3.153485	0.2041	3378054.525056
3.156885	0.204	3385608.181905
3.160287	0.2041	3312612.177113
3.163688	0.2041	3324701.538616
3.167088	0.204	3402397.800739
3.170490	0.2041	3222750.081882
3.173890	0.204	3220170.921306
3.177292	0.2041	3545608.365582
3.180693	0.2041	3508815.390066
3.184093	0.204	3422869.839804
3.187495	0.2041	3464902.088710
3.190895	0.204	3428404.786205
3.194297	0.2041	3477736.639371
3.197698	0.2041	3475728.714487
3.201098	0.204	3392441.877249
3.204500	0.2041	3382079.873514
3.207900	0.204	3464649.457465
3.211302	0.2041	3467114.186144
3.214703	0.2041	3393632.255009
3.218103	0.204	3375564.214633
3.221505	0.2041	3518670.685744
3.224907	0.2041	3523441.996981
3.228307	0.204	3393016.249342
3.231708	0.2041	3480284.027870
3.235108	0.204	3527049.213949
3.238510	0.2041	3594387.254968
3.241912	0.2041	3723125.186051
3.245312	0.204	3715584.740756
3.248713	0.2041	3514535.994941
3.252113	0.204	3461701.555599
3.255515	0.2041	3643820.351017
3.258917	0.2041	3565321.923881
3.262317	0.204	3586209.376182
3.265718	0.2041	3976700.297948
3.269118	0.204	4166559.492704
3.272520	0.2041	4349832.864601
3.275922	0.2041	4811575.714770
3.279322	0.204	5341239.355405
3.282723	0.2041	6042912.576914
3.286125	0.2041	6911772.710431
3.289525	0.204	7342454.172605
3.292927	0.2041	7315223.095170
3.296327	0.204	7148293.890854
3.299728	0.2041	6915105.902284
3.303130	0.2041	6784363.654210
3.306530	0.204	6536279.162777
3.309932	0.2041	6151744.305489
3.313332	0.204	5517916.980706
3.316733	0.2041	4604229.772926
3.320135	0.2041	3993524.533729
3.323535	0.204	3735355.609867
3.326937	0.2041	3742511.264405
3.330337	0.204	3727084.484979
3.333738	0.2041	3610471.420913
3.337140	0.2041	3662392.076456
3.340540	0.204	3541045.399587
3.343942	0.2041	3436801.117589
3.347342	0.204	3614440.475265
3.350743	0.2041	3633546.137696
3.354145	0.2041	3567810.295638
3.357545	0.204	3640514.363362
3.360947	0.2041	3620644.259231
3.364348	0.2041	3599207.104165
3.367748	0.204	3590576.242706
3.371150	0.2041	3463460.033961
3.374550	0.204	3594288.863226
3.377952	0.2041	3737971.583171
3.381353	0.2041	3544675.327059
3.384753	0.204	3542048.865207
3.388155	0.2041	3579995.563834
3.391555	0.204	3505277.531169
3.394957	0.2041	3545479.913500
3.398358	0.2041	3595668.285844
3.401758	0.204	3584323.016241
3.405160	0.2041	3616675.688380
3.408560	0.204	3689984.138368
3.411962	0.2041	3767426.369893
3.415363	0.2041	3885195.879689
3.418763	0.204	4128264.987831
3.422165	0.2041	4464561.107286
3.425567	0.2041	4763607.695502
3.428967	0.204	5443434.088437
3.432368	0.2041	6394839.702746
3.435768	0.204	7053432.373228
3.439170	0.2041	7366842.224963
3.442572	0.2041	7122518.472570
3.445972	0.204	6654125.423860
3.449373	0.2041	6000628.323856
3.452773	0.204	5003225.871598
3.456175	0.2041	4391775.949440
3.459577	0.2041	4069473.035765
3.462977	0.204	3746557.198845
3.466378	0.2041	3767645.037751
3.469778	0.204	3790372.534746
3.473180	0.2041	3602292.185643
3.476582	0.2041	3657132.332349
3.479982	0.204	3768481.159142
3.483383	0.2041	3679788.253004
3.486783	0.204	3640406.596981
3.490185	0.2041	3577769.459804
3.493587	0.2041	3602480.556947
3.496987	0.204	3672857.811271
3.500388	0.2041	3678331.927515
3.503790	0.2041	3728223.943883
3.507190	0.204	3881655.829519
3.510592	0.2041	4350370.291623
3.513992	0.204	4809589.706972
3.517393	0.2041	5133379.956058
3.520795	0.2041	5409799.801235
3.524195	0.204	5760136.051157
3.527597	0.2041	6064424.032836
3.530997	0.204	5709929.684077
3.534398	0.2041	5419295.003483
3.537800	0.2041	5416930.456700
3.541200	0.204	5222937.962818
3.544602	0.2041	5293242.250377
3.548002	0.204	5462959.430886
3.551403	0.2041	5556412.928796
3.554805	0.2041	5473335.381897
3.558205	0.204	5131247.733181
3.561607	0.2041	4916572.274785
3.565008	0.2041	4498954.030639
3.568408	0.204	4061816.014135
3.571810	0.2041	3994944.777122
3.575210	0.204	3956843.515428
3.578612	0.2041	3683559.413075
3.582013	0.2041	3609932.408606
3.585413	0.204	3777374.234685
3.588815	0.2041	3730878.129190
3.592215	0.204	3667172.988211
3.595617	0.2041	3659612.254484
3.599018	0.2041	3740227.504675
3.602418	0.204	3790685.353311
3.605820	0.2041	3833360.210655
3.609220	0.204	3812905.091336
3.612622	0.2041	3654590.419714
3.616023	0.2041	3765274.205921
3.619423	0.204	3833094.592882
3.622825	0.2041	3800949.236096
3.626225	0.204	4046938.686634
3.629627	0.2041	4458850.635059
3.633028	0.2041	4965676.219280
3.636428	0.204	5649308.201689
3.639830	0.2041	6699351.584905
3.643232	0.2041	8066528.177881
3.646632	0.204	9053755.845078
3.650033	0.2041	9516763.094220
3.653433	0.204	9733224.085076
3.656835	0.2041	9250981.075333
3.660237	0.2041	8221286.305786
3.663637	0.204	7171541.215599
3.667038	0.2041	6193120.969188
3.670438	0.204	5330285.679727
3.673840	0.2041	4723291.326915
3.677242	0.2041	4403019.069897
3.680642	0.204	4119850.359110
3.684043	0.2041	3990694.102055
3.687443	0.204	3961880.736990
3.690845	0.2041	3906802.096617
3.694247	0.2041	3882637.416193
3.697647	0.204	3770962.320669
3.701048	0.2041	3809287.627877
3.704450	0.2041	3881301.017932
3.707850	0.204	3834493.786593
3.711252	0.2041	3835968.573626
3.714652	0.204	3793729.715069
3.718053	0.2041	3858286.308621
3.721455	0.2041	4014148.626357
3.724855	0.204	3872591.787005
3.728257	0.2041	3767960.635185
3.731657	0.204	3895325.861319
3.735058	0.2041	3862763.679400
3.738460	0.2041	3831314.215402
3.741860	0.204	4025534.829304
3.745262	0.2041	4270916.214365
3.748662	0.204	4752666.148196
3.752063	0.2041	6034596.476531
3.755465	0.2041	8264334.459829
3.758865	0.204	12278109.994207
3.762267	0.2041	19314836.265650
3.765667	0.204	29200925.332555
3.769068	0.2041	42170035.695277
3.772470	0.2041	57573957.563433
3.775870	0.204	73070556.851956
3.779272	0.2041	88002058.970828
3.782673	0.2041	96889854.562278
3.786073	0.204	95193182.090462
3.789475	0.2041	87749004.819729
3.792875	0.204	74585425.473019
3.796277	0.2041	56876695.724974
3.799678	0.2041	40450353.037956
3.803078	0.204	26059598.982437
3.806480	0.2041	16324748.888880
3.809880	0.204	11252148.445393
3.813282	0.2041	7897365.004123
3.816683	0.2041	6178458.947185
3.820083	0.204	5334827.007824
3.823485	0.2041	4874039.347100
3.826885	0.204	4609548.581486
3.830287	0.2041	4579067.646616
3.833688	0.2041	4647799.788594
3.837088	0.204	4497585.463652
3.840490	0.2041	4467663.006630
3.843892	0.2041	4536432.110561
3.847292	0.204	4545107.413480
3.850693	0.2041	4386157.471067
3.854093	0.204	4245034.875345
3.857495	0.2041	4318704.655658
3.860897	0.2041	4383045.862394
3.864297	0.204	4342579.090481
3.867698	0.2041	4331863.357807
3.871098	0.204	4305793.417060
3.874500	0.2041	4124663.834130
3.877902	0.2041	4056250.456922
3.881302	0.204	4088202.706517
3.884703	0.2041	4015332.091080
3.888103	0.204	3988507.063162
3.891505	0.2041	3994255.464641
3.894907	0.2041	4064656.798318
3.898307	0.204	4152223.919259
3.901708	0.2041	4065913.524815
3.905108	0.204	3996424.171172
3.908510	0.2041	3942916.765257
3.911912	0.2041	4001002.916371
3.915312	0.204	4115359.937711
3.918713	0.2041	4095945.608574
3.922115	0.2041	3964788.806650
3.925515	0.204	3972989.265431
3.928917	0.2041	4018905.704365
3.932317	0.204	3990593.137988
3.935718	0.2041	4052807.933101
3.939120	0.2041	3948663.215461
3.942520	0.204	3828508.307412
3.945922	0.2041	3875682.415442
3.949322	0.204	3965233.883957
3.952723	0.2041	4154880.604549
3.956125	0.2041	4405809.503776
3.959525	0.204	4558069.251391
3.962927	0.2041	4805264.481413
3.966327	0.204	5140950.901016
3.969728	0.2041	5401602.359973
3.973130	0.2041	5605619.774149
3.976530	0.204	5683536.903661
3.979932	0.2041	5453887.315484
3.983333	0.2041	4975923.126308
3.986733	0.204	4752995.891062
3.990135	0.2041	4586342.853103
3.993535	0.204	4241278.571483
3.996937	0.2041	4046467.689500
4.000338	0.2041	4091603.355783
4.003738	0.204	4107527.036850
4.007140	0.2041	3999508.603463
4.010540	0.204	4037702.073415
4.013942	0.2041	4014300.335015
4.017343	0.2041	3859958.091623
4.020743	0.204	3891689.345772
4.024145	0.2041	3919213.521845
4.027545	0.204	3847522.112703
4.030947	0.2041	3870843.765874
4.034348	0.2041	4093708.170256
4.037748	0.204	4114645.489694
4.041150	0.2041	3889619.863598
4.044552	0.2041	3889606.477056
4.047952	0.204	3969950.057329
4.051353	0.2041	4047597.274392
4.054753	0.204	4106016.312649
4.058155	0.2041	4063011.132481
4.061557	0.2041	3977363.995364
4.064957	0.204	3977938.054363
4.068358	0.2041	4112021.563161
4.071758	0.204	4033985.253601
4.075160	0.2041	3941614.194312
4.078562	0.2041	3934191.508576
4.081962	0.204	3919973.343505
4.085363	0.2041	3914196.344482
4.088763	0.204	3814211.733362
4.092165	0.2041	3988037.326824
4.095567	0.2041	4185106.322926
4.098967	0.204	3979156.228630
4.102368	0.2041	3959669.842536
4.105768	0.204	4081250.555337
4.109170	0.2041	3979320.328824
4.112572	0.2041	3922686.403844
4.115972	0.204	3978079.537799
4.119373	0.2041	4032732.843208
4.122775	0.2041	3991893.551154
4.126175	0.204	4092866.132718
4.129577	0.2041	4094521.787482
4.132977	0.204	3946226.116913
4.136378	0.2041	3950043.908299
4.139780	0.2041	4114773.459560
4.143180	0.204	4160651.100228
4.146582	0.2041	4058189.170519
4.149982	0.204	4100341.902833
4.153383	0.2041	4132766.081355
4.156785	0.2041	4128961.107014
4.160185	0.204	4083038.429739
4.163587	0.2041	4164633.805225
4.166987	0.204	4120714.038464
4.170388	0.2041	3995974.456067
4.173790	0.2041	4090098.039089
4.177190	0.204	4089486.197929
4.180592	0.2041	4194080.319602
4.183993	0.2041	4250581.214461
4.187393	0.204	4194795.053452
4.190795	0.2041	4176018.312934
4.194195	0.204	4293715.810876
4.197597	0.2041	4387079.714606
4.200998	0.2041	4191624.002924
4.204398	0.204	4168844.657557
4.207800	0.2041	4196500.875007
4.211200	0.204	4150264.166138
4.214602	0.2041	4293240.509781
4.218003	0.2041	4236343.026619
4.221403	0.204	4061248.892586
4.224805	0.2041	4100929.389077
4.228205	0.204	4120875.867803
4.231607	0.2041	4224922.381488
4.235008	0.2041	4205738.663663
4.238408	0.204	3999887.905221
4.241810	0.2041	4095951.338574
4.245210	0.204	4261063.394946
4.248612	0.2041	4238614.480783
4.252013	0.2041	4267194.125845
4.255413	0.204	4270579.740219
4.258815	0.2041	4214906.998365
4.262217	0.2041	4174669.009188
4.265617	0.204	4126665.420230
4.269018	0.2041	4211409.268245
4.272418	0.204	4280710.936371
4.275820	0.2041	4179362.560876
4.279222	0.2041	4088111.647994
4.282622	0.204	4186773.430814
4.286023	0.2041	4186689.077858
4.289423	0.204	4057416.119297
4.292825	0.2041	4103562.078446
4.296227	0.2041	4199047.345753
4.299627	0.204	4105209.724147
4.303028	0.2041	4144914.747325
4.306428	0.204	4270536.175475
4.309830	0.2041	4145881.111456
4.313232	0.2041	4122408.783007
4.316632	0.204	4145846.123437
4.320033	0.2041	4182174.175235
4.323433	0.204	4187184.941117
4.326835	0.2041	4138744.356151
4.330237	0.2041	4258928.190201
4.333637	0.204	4277721.821012
4.337038	0.2041	4164651.704228
4.340440	0.2041	4201195.998905
4.343840	0.204	4205371.012949
4.347242	0.2041	4009480.398921
4.350642	0.204	4201823.038272
4.354043	0.2041	4398785.472094
4.357445	0.2041	4181031.922912
4.360845	0.204	4134196.882406
4.364247	0.2041	4197008.195085
4.367647	0.204	4105764.539854
4.371048	0.2041	4141656.922529
4.374450	0.2041	4200195.664658
4.377850	0.204	4174119.512309
4.381252	0.2041	4150227.498893
4.384652	0.204	4183165.424684
4.388053	0.2041	4236330.633645
4.391455	0.2041	4208701.890603
4.394855	0.204	4169499.649565
4.398257	0.2041	4148614.790077
4.401658	0.2041	4235888.054882
4.405058	0.204	4306528.552407
4.408460	0.2041	4238709.939207
4.411860	0.204	4278234.516609
4.415262	0.2041	4336275.021230
4.418663	0.2041	4185404.687130
4.422063	0.204	4297097.536240
4.425465	0.2041	4347416.496670
4.428865	0.204	4141801.604009
4.432267	0.2041	4313142.371778
4.435668	0.2041	4412689.810648
4.439068	0.204	4265707.916982
4.442470	0.2041	4267339.204488
4.445870	0.204	4284911.333150
4.449272	0.2041	4262396.949080
4.452673	0.2041	4215555.475474
4.456073	0.204	4351714.675062
4.459475	0.2041	4396285.990421
4.462875	0.204	4247366.216976
4.466277	0.2041	4337745.323997
4.469678	0.2041	4394850.910312
4.473078	0.204	4329601.968330
4.476480	0.2041	4254184.013177
4.479882	0.2041	4190331.545434
4.483282	0.204	4281635.592964
4.486683	0.2041	4288722.042823
4.490083	0.204	4268101.574945
4.493485	0.2041	4334031.152429
4.496887	0.2041	4373124.448447
4.500287	0.204	4336598.173481
4.503688	0.2041	4255732.014762
4.507088	0.204	4308447.546229
4.510490	0.2041	4500518.958274
4.513892	0.2041	4584996.593717
4.517292	0.204	4594128.996587
4.520693	0.2041	4607559.086003
4.524093	0.204	4429814.313009
4.527495	0.2041	4405553.492743
4.530897	0.2041	4529771.833499
4.534297	0.204	4487762.119281
4.537698	0.2041	4461424.383359
4.541100	0.2041	4415847.435596
4.544500	0.204	4447475.894103
4.547902	0.2041	4550500.045184
4.551302	0.204	4470601.610915
4.554703	0.2041	4516860.726417
4.558105	0.2041	4592575.158538
4.561505	0.204	4450426.361686
4.564907	0.2041	4379843.944577
4.568307	0.204	4366682.360823
4.571708	0.2041	4406784.265968
4.575110	0.2041	4462332.658123
4.578510	0.204	4485518.715403
4.581912	0.2041	4529261.858375
4.585312	0.204	4612088.885534
4.588713	0.2041	4602368.096421
4.592115	0.2041	4647665.575756
4.595515	0.204	4785925.489799
4.598917	0.2041	4742689.437156
4.602317	0.204	4862163.022350
4.605718	0.2041	4904956.642918
4.609120	0.2041	4792383.870099
4.612520	0.204	4830700.882094
4.615922	0.2041	4811809.141055
4.619323	0.2041	4739267.787009
4.622723	0.204	4782716.533103
4.626125	0.2041	4756447.826329
4.629525	0.204	4546955.686838
4.632927	0.2041	4464267.356439
4.636328	0.2041	4540968.569629
4.639728	0.204	4536711.295809
4.643130	0.2041	4579735.198427
4.646530	0.204	4645325.743515
4.649932	0.2041	4696135.978650
4.653333	0.2041	4743859.130656
4.656733	0.204	4778315.728273
4.660135	0.2041	4843800.935420
4.663535	0.204	4742213.912080
4.666937	0.2041	4649638.692525
4.670338	0.2041	4849522.587051
4.673738	0.204	4747170.304791
4.677140	0.2041	4471417.747829
4.680542	0.2041	4580863.486434
4.683942	0.204	4591505.725124
4.687343	0.2041	4409864.260252
4.690743	0.204	4462669.990950
4.694145	0.2041	4493784.855403
4.697547	0.2041	4456495.973521
4.700947	0.204	4547954.482763
4.704348	0.2041	4610225.049464
4.707748	0.204	4634140.399946
4.711150	0.2041	4633292.944785
4.714552	0.2041	4532431.889112
4.717952	0.204	4525452.318847
4.721353	0.2041	4591876.513072
4.724753	0.204	4554457.586670
4.728155	0.2041	4406046.063220
4.731557	0.2041	4472106.759494
4.734957	0.204	4559449.857465
4.738358	0.2041	4476893.599309
4.741758	0.204	4564528.196536
4.745160	0.2041	4636650.105199
4.748562	0.2041	4671067.421058
4.751962	0.204	4663415.464935
4.755363	0.2041	4475814.347545
4.758765	0.2041	4442183.902259
4.762165	0.204	4593009.364921
4.765567	0.2041	4648734.351518
4.768967	0.204	4551982.768040
4.772368	0.2041	4506267.080610
4.775770	0.2041	4723215.211026
4.779170	0.204	4640236.584328
4.782572	0.2041	4442886.621482
4.785972	0.204	4568664.881996
4.789373	0.2041	4656131.469627
4.792775	0.2041	4704242.282891
4.796175	0.204	4542211.601749
4.799577	0.2041	4529492.636530
4.802977	0.204	4718479.240339
4.806378	0.2041	4633548.741382
4.809780	0.2041	4691746.357189
4.813180	0.204	4681776.561176
4.816582	0.2041	4669855.815867
4.819983	0.2041	4921677.428419
4.823383	0.204	4892133.726020
4.826785	0.2041	4697628.372454
4.830185	0.204	4572973.679128
4.833587	0.2041	4568375.427080
4.836988	0.2041	4773705.825846
4.840388	0.204	4853235.740260
4.843790	0.2041	4708827.499959
4.847190	0.204	4635158.104438
4.850592	0.2041	4689968.208842
4.853993	0.2041	4664539.211345
4.857393	0.204	4718786.599941
4.860795	0.2041	4872291.645049
4.864195	0.204	4688338.086010
4.867597	0.2041	4645339.257750
4.870998	0.2041	4765309.316311
4.874398	0.204	4700621.161079
4.877800	0.2041	4721408.650207
4.881202	0.2041	4746426.044552
4.884602	0.204	4776361.386412
4.888003	0.2041	4759431.313765
4.891403	0.204	4695615.653677
4.894805	0.2041	4644949.705652
4.898207	0.2041	4649720.377903
4.901607	0.204	4793682.794902
4.905008	0.2041	4802678.871751
4.908408	0.204	4743324.881162
4.911810	0.2041	4672773.031983
4.915212	0.2041	4529565.905764
4.918612	0.204	4549451.262524
4.922013	0.2041	4724496.748001
4.925413	0.204	4689709.891646
4.928815	0.2041	4602493.076157
4.932217	0.2041	4733258.465123
4.935617	0.204	4804404.230331
4.939018	0.2041	4773066.540527
4.942418	0.204	4798519.585178
4.945820	0.2041	4807830.222409
4.949222	0.2041	4870221.901403
4.952622	0.204	4833248.421456
4.956023	0.2041	4743443.904061
4.959425	0.2041	4879005.092206
4.962825	0.204	4756345.164574
4.966227	0.2041	4616057.442479
4.969627	0.204	4764523.058352
4.973028	0.2041	4898264.800210
4.976430	0.2041	4934889.269337
4.979830	0.204	4801413.501726
4.983232	0.2041	4701438.488965
4.986632	0.204	4752611.496168
4.990033	0.2041	4829024.349876
4.993435	0.2041	4788170.194294
4.996835	0.204	4772973.037752
5.000237	0.2041	4896352.367041
5.003637	0.204	4796249.405976
5.007038	0.2041	4725635.092628
5.010440	0.2041	4941381.789336
5.013840	0.204	5063098.455143
5.017242	0.2041	5034104.813957
5.020643	0.2041	4765913.424690
5.024043	0.204	4713321.183562
5.027445	0.2041	4877134.798989
5.030845	0.204	4739583.896582
5.034247	0.2041	4781631.096868
5.037648	0.2041	4936470.737073
5.041048	0.204	4797285.911572
5.044450	0.2041	4747756.084432
5.047850	0.204	4818323.317581
5.051252	0.2041	4831405.359980
5.054653	0.2041	4804942.332871
5.058053	0.204	4688458.521256
5.061455	0.2041	4794334.915187
5.064855	0.204	4903310.178094
5.068257	0.2041	4776092.067717
5.071658	0.2041	4892881.002631
5.075058	0.204	4932163.930726
5.078460	0.2041	4762733.519871
5.081860	0.204	4746504.835760
5.085262	0.2041	4758540.750770
5.088663	0.2041	4793332.402889
5.092063	0.204	4898461.296522
5.095465	0.2041	4893965.219985
5.098867	0.2041	4845525.234001
5.102267	0.204	4912561.617101
5.105668	0.2041	4795096.418523
5.109068	0.204	4748560.763572
5.112470	0.2041	4941012.661189
5.115872	0.2041	4850935.253112
5.119272	0.204	4719875.221887
5.122673	0.2041	4827032.372547
5.126073	0.204	4854666.911786
5.129475	0.2041	4849461.204821
5.132877	0.2041	4944111.614138
5.136277	0.204	4883041.651193
5.139678	0.2041	4771816.839151
5.143078	0.204	4875841.549835
5.146480	0.2041	5020059.857828
